json,location,@TempShift,transplant date,heating start date,heating end date,harvest end date,iteration,NPV,labour_costs,elec_costs,land costs,water costs,fertilizers costs,rockwool costs,seedlings costs,other_material costs,maintenance costs,subsidy payment,initial payment,cash inflow year 1,heating costs year 1,cash outflow year 1,net cash flow year 1,PV year 1,cash inflow year 2,heating costs year 2,cash outflow year 2,net cash flow year 2,PV year 2,cash inflow year 3,heating costs year 3,cash outflow year 3,net cash flow year 3,PV year 3,cash inflow year 4,heating costs year 4,cash outflow year 4,net cash flow year 4,PV year 4,cash inflow year 5,heating costs year 5,cash outflow year 5,net cash flow year 5,PV year 5,cash inflow year 6,heating costs year 6,cash outflow year 6,net cash flow year 6,PV year 6,cash inflow year 7,heating costs year 7,cash outflow year 7,net cash flow year 7,PV year 7,cash inflow year 8,heating costs year 8,cash outflow year 8,net cash flow year 8,PV year 8,cash inflow year 9,heating costs year 9,cash outflow year 9,net cash flow year 9,PV year 9,cash inflow year 10,heating costs year 10,cash outflow year 10,net cash flow year 10,PV year 10,cash inflow year 11,heating costs year 11,cash outflow year 11,net cash flow year 11,PV year 11,cash inflow year 12,heating costs year 12,cash outflow year 12,net cash flow year 12,PV year 12,cash inflow year 13,heating costs year 13,cash outflow year 13,net cash flow year 13,PV year 13,cash inflow year 14,heating costs year 14,cash outflow year 14,net cash flow year 14,PV year 14,cash inflow year 15,heating costs year 15,cash outflow year 15,net cash flow year 15,PV year 15,cash inflow year 16,heating costs year 16,cash outflow year 16,net cash flow year 16,PV year 16,cash inflow year 17,heating costs year 17,cash outflow year 17,net cash flow year 17,PV year 17,cash inflow year 18,heating costs year 18,cash outflow year 18,net cash flow year 18,PV year 18,cash inflow year 19,heating costs year 19,cash outflow year 19,net cash flow year 19,PV year 19,cash inflow year 20,heating costs year 20,cash outflow year 20,net cash flow year 20,PV year 20
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,317,-290.78633669405184,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,314.289,151.276,229.758,84.531,79.67103057118298,309.412,151.276,229.758,79.654,70.75782660540499,318.24,151.276,229.758,88.482,74.08141170119723,320.969,151.276,229.758,91.211,71.97539868469865,321.06,151.276,229.758,91.302,67.90524986872808,317.246,151.276,229.758,87.488,61.32754338736639,306.667,151.276,229.758,76.908,50.811917578468275,309.633,151.276,229.758,79.875,49.73793647576387,313.291,151.276,229.758,83.533,49.02510145706703,313.67,151.276,229.758,83.911,46.41595957729679,307.673,151.276,229.758,77.915,40.62086486146165,301.526,151.276,229.758,71.768,35.26514155678732,298.608,151.276,229.758,68.85,31.886289466960093,294.727,151.276,229.758,64.969,28.358832250428467,288.544,151.276,229.758,58.786,24.184705561186917,281.962,151.276,229.758,52.204,20.242291925829477,279.003,151.276,229.758,49.245,17.99700356948691,277.422,151.276,229.758,47.664,16.417653944605917,280.79,151.276,229.758,51.032,16.56724502023314,277.03,151.276,229.758,47.272,14.464259241793965
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,318,-107.11624269533168,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,317.711,144.124,222.606,95.105,89.63709867279172,315.728,144.124,222.606,93.122,82.72241545728208,311.719,144.124,222.606,89.113,74.60972547552497,310.185,144.124,222.606,87.579,69.10946105107243,313.758,144.124,222.606,91.152,67.79384215942196,311.247,144.124,222.606,88.641,62.13617124875719,306.758,144.124,222.606,84.152,55.597490965923015,318.678,144.124,222.606,96.072,59.823548355384816,318.064,144.124,222.606,95.458,56.02401016223426,317.73,144.124,222.606,95.124,52.61819733423113,321.142,144.124,222.606,98.536,51.37200226305677,324.97,144.124,222.606,102.364,50.29930688850631,329.2,144.124,222.606,106.594,49.366708355888434,334.546,144.124,222.606,111.94,48.86183397222437,320.624,144.124,222.606,98.018,40.32497933717002,308.677,144.124,222.606,86.071,33.37421650571564,300.1,144.124,222.606,77.494,28.320984920832718,308.191,144.124,222.606,85.585,29.47951530551141,300.677,144.124,222.606,78.071,25.345412911638906,302.895,144.124,222.606,80.289,24.566835961500136
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,319,-218.4103295226636,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,303.107,147.632,226.114,76.993,72.56605288851225,303.171,147.632,226.114,77.056,68.45075229960705,310.607,147.632,226.114,84.492,70.7409240130887,316.645,147.632,226.114,90.531,71.43905943643115,312.058,147.632,226.114,85.943,63.91975944680444,311.107,147.632,226.114,84.993,59.57875815351689,307.022,147.632,226.114,80.908,53.45439493622393,305.502,147.632,226.114,79.388,49.43468180412024,310.766,147.632,226.114,84.652,49.68203829533473,305.494,147.632,226.114,79.38,43.90932963594793,308.59,147.632,226.114,82.475,42.998702986906565,307.63,147.632,226.114,81.515,40.054783132544145,312.662,147.632,226.114,86.547,40.082344535599866,310.13,147.632,226.114,84.015,36.67273132840047,313.065,147.632,226.114,86.95,35.77174544119465,300.219,147.632,226.114,74.105,28.734215473863646,299.401,147.632,226.114,73.286,26.78315181843894,310.947,147.632,226.114,84.833,29.220363768239945,313.145,147.632,226.114,87.031,28.25409315081423,318.741,147.632,226.114,92.626,28.341787931746612
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,320,-465.6454281486871,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,318.134,169.692,248.174,69.96,65.93798853715865,312.308,169.692,248.174,64.134,56.971396674155365,307.661,169.692,248.174,59.488,49.805992653471016,308.494,169.692,248.174,60.32,47.59953443051962,305.186,169.692,248.174,57.012,42.402472674560656,306.779,169.692,248.174,58.606,41.081661681006125,312.752,169.692,248.174,64.579,42.66588775062035,302.7,169.692,248.174,54.527,33.953543667863876,302.843,169.692,248.174,54.669,32.08529384275893,302.195,169.692,248.174,54.021,29.882177442197573,305.761,169.692,248.174,57.587,30.023054947509756,305.849,169.692,248.174,57.676,28.340518832371043,307.755,169.692,248.174,59.581,27.593664977134924,312.338,169.692,248.174,64.165,28.0079431959503,314.819,169.692,248.174,66.646,27.4183671963317,311.062,169.692,248.174,62.888,24.384950942056822,312.943,169.692,248.174,64.77,23.670685879710227,313.243,169.692,248.174,65.07,22.413088714495213,311.688,169.692,248.174,63.514,20.619482668738126,306.991,169.692,248.174,58.817,17.996865142702998
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,321,-95.73141754447798,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,317.761,136.942,215.423,102.338,96.45394852880914,316.003,136.942,215.423,100.579,89.34639657600509,312.981,136.942,215.423,97.558,81.67983204508228,306.791,136.942,215.423,91.368,72.09952499175151,300.586,136.942,215.423,85.162,63.33893357201983,302.898,136.942,215.423,87.475,61.318423401231456,303.296,136.942,215.423,87.873,58.056118659522674,308.832,136.942,215.423,93.409,58.16525238953714,308.474,136.942,215.423,93.051,54.61127149245356,309.825,136.942,215.423,94.402,52.21878243694682,306.805,136.942,215.423,91.381,47.64176769612525,304.711,136.942,215.423,89.288,43.87395864538901,304.189,136.942,215.423,88.766,41.10985123357742,304.095,136.942,215.423,88.671,38.70510462881289,306.395,136.942,215.423,90.971,37.42605694295707,311.227,136.942,215.423,95.803,37.147834805455936,312.801,136.942,215.423,97.377,35.58733323045107,309.642,136.942,215.423,94.219,32.45336005413961,313.292,136.942,215.423,97.868,31.772332718654454,312.693,136.942,215.423,97.27,29.762498406599672
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,322,-284.2982992575635,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,309.6,152.78,231.262,78.338,73.83406989937455,306.05,152.78,231.262,74.788,66.43585577935687,307.51,152.78,231.262,76.249,63.839093240670294,308.297,152.78,231.262,77.035,60.789570699885296,312.551,152.78,231.262,81.29,60.45866965213619,310.486,152.78,231.262,79.224,55.53499719039562,310.736,152.78,231.262,79.474,52.507113399873255,306.384,152.78,231.262,75.123,46.778741067835774,307.252,152.78,231.262,75.99,44.598346874636405,306.603,152.78,231.262,75.341,41.675293540347546,302.392,152.78,231.262,71.13,37.083955891243455,307.188,152.78,231.262,75.926,37.308383315898375,309.566,152.78,231.262,78.304,36.26468813932474,314.879,152.78,231.262,83.618,36.49918758370003,318.086,152.78,231.262,86.824,35.719993158345794,307.855,152.78,231.262,76.593,29.69912035078693,309.154,152.78,231.262,77.892,28.46647134991808,302.227,152.78,231.262,70.966,24.44398965679303,298.92,152.78,231.262,67.658,21.96476137468708,297.604,152.78,231.262,66.342,20.299398577227254
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,323,61.733862415430366,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,311.797,129.58,208.062,103.735,97.77103115273945,316.069,129.58,208.062,108.006,95.94408876466423,309.583,129.58,208.062,101.521,84.99825310427283,304.14,129.58,208.062,96.077,75.81567085117837,306.551,129.58,208.062,98.489,73.2504498832409,316.432,129.58,208.062,108.369,75.96514947872167,317.846,129.58,208.062,109.784,72.53217667642564,318.026,129.58,208.062,109.964,68.47427918921393,314.469,129.58,208.062,106.407,62.44989529888088,314.242,129.58,208.062,106.18,58.7337306248653,325.275,129.58,208.062,117.212,61.10892267776876,327.298,129.58,208.062,119.236,58.589876473036625,326.577,129.58,208.062,118.514,54.88724207595569,324.72,129.58,208.062,116.657,50.92095006990545,319.496,129.58,208.062,111.434,45.8444739178504,311.047,129.58,208.062,102.985,39.93268482076964,312.293,129.58,208.062,104.231,38.092070843399014,314.975,129.58,208.062,106.913,36.82592208095599,317.929,129.58,208.062,109.867,35.667755847216725,314.047,129.58,208.062,105.985,32.42923858436906
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,324,-395.4435616710735,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,311.746,164.708,243.189,68.557,64.6152871431211,312.489,164.708,243.189,69.299,61.56004263442048,310.308,164.708,243.189,67.119,56.195023441906265,310.152,164.708,243.189,66.962,52.84066146179619,308.077,164.708,243.189,64.888,48.259772064560046,306.001,164.708,243.189,62.811,44.02962039097577,304.743,164.708,243.189,61.553,40.66703512638503,306.706,164.708,243.189,63.516,39.55145629717508,306.84,164.708,243.189,63.65,37.35617984817275,312.427,164.708,243.189,69.237,38.29890974630559,314.082,164.708,243.189,70.893,36.960095742163745,315.325,164.708,243.189,72.136,35.44583525313064,311.976,164.708,243.189,68.786,31.856876089504382,312.439,164.708,243.189,69.249,30.2274037229371,306.558,164.708,243.189,63.369,26.070209556109518,310.754,164.708,243.189,67.565,26.198416118898027,306.38,164.708,243.189,63.191,23.09367071909887,308.293,164.708,243.189,65.103,22.424687682897968,316.386,164.708,243.189,73.197,23.762885477627094,320.457,164.708,243.189,77.268,23.64236981174078
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,325,188.4691055805563,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,315.527,112.345,190.827,124.7,117.53039114504621,312.707,112.345,190.827,121.88,108.26848518770862,315.746,112.345,190.827,124.919,104.58843700278035,323.018,112.345,190.827,132.191,104.31357612221596,312.803,112.345,190.827,121.976,90.71910731221175,303.172,112.345,190.827,112.344,78.7516047345528,307.851,112.345,190.827,117.024,77.31539607800948,306.204,112.345,190.827,115.377,71.8449731067181,304.649,112.345,190.827,113.821,66.80144307595043,304.433,112.345,190.827,113.606,62.84145820405381,304.139,112.345,190.827,113.312,59.07516125905902,299.941,112.345,190.827,109.114,53.61622628161126,303.667,112.345,190.827,112.84,52.259193986508386,308.834,112.345,190.827,118.007,51.51000883789579,308.236,112.345,190.827,117.409,48.30264215966268,310.987,112.345,190.827,120.16,46.59230692102564,307.814,112.345,190.827,116.987,42.753876098788155,306.799,112.345,190.827,115.972,39.9463949362532,304.117,112.345,190.827,113.29,36.77899897809486,299.198,112.345,190.827,108.371,33.15942415240984
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,326,85.66168390113441,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,325.676,165.33,243.812,81.864,77.15695098696074,338.718,165.33,243.812,94.905,84.30629419751328,343.916,165.33,243.812,100.103,83.81136214031785,339.016,165.33,243.812,95.204,75.12662964971885,346.87,165.33,243.812,103.058,76.64865531028289,346.291,165.33,243.812,102.479,71.83596716449168,348.085,165.33,243.812,104.273,68.89130794557896,354.916,165.33,243.812,111.103,69.18382400667733,354.264,165.33,243.812,110.451,64.82353493018157,353.67,165.33,243.812,109.857,60.76809188548512,366.424,165.33,243.812,122.612,63.924025928880255,370.815,165.33,243.812,127.003,62.40640510285603,366.196,165.33,243.812,122.383,56.67906138811935,368.161,165.33,243.812,124.348,54.27806804251984,363.003,165.33,243.812,119.191,49.0355374715754,366.806,165.33,243.812,122.993,47.69085902665107,368.31,165.33,243.812,124.497,45.49868169595553,373.933,165.33,243.812,130.121,44.81975287636415,376.666,165.33,243.812,132.854,43.13022498805832,388.091,165.33,243.812,144.279,44.14644916294606
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,327,65.34694249387643,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,316.547,124.7,203.182,113.365,106.84758777464425,315.176,124.7,203.182,111.994,99.48667321093426,300.593,124.7,203.182,97.411,81.55696938845863,298.167,124.7,203.182,94.985,74.95412787106449,297.417,124.7,203.182,94.235,70.0869756909866,301.219,124.7,203.182,98.037,68.7226117660456,299.305,124.7,203.182,96.123,63.506807259205374,303.525,124.7,203.182,100.344,62.48367753264778,307.979,124.7,203.182,104.797,61.504878195910585,306.027,124.7,203.182,102.845,56.88915445618715,302.682,124.7,203.182,99.5,51.87464821499632,309.419,124.7,203.182,106.237,52.20265175604274,308.216,124.7,203.182,105.034,48.64406580635731,320.189,124.7,203.182,117.007,51.07351579867365,318.554,124.7,203.182,115.372,47.464506178451046,327.808,124.7,203.182,124.626,48.323913017306474,337.663,124.7,203.182,134.482,49.14747732359415,332.281,124.7,203.182,129.099,44.46783983069818,335.49,124.7,203.182,132.308,42.95297806243646,339.321,124.7,203.182,136.139,41.65588335923534
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,328,-34.99778267723698,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,318.929,134.917,213.399,105.529,99.46208053223737,316.841,134.917,213.399,103.442,91.88962704739302,311.126,134.917,213.399,97.727,81.82149858100986,308.475,134.917,213.399,95.076,75.0256411437035,305.541,134.917,213.399,92.142,68.52964698815386,307.25,134.917,213.399,93.851,65.78794704254285,304.463,134.917,213.399,91.064,60.164178436885706,304.209,134.917,213.399,90.81,56.54689956112905,306.209,134.917,213.399,92.81,54.46968860705002,309.817,134.917,213.399,96.418,53.33386104908783,310.603,134.917,213.399,97.204,50.67745814672789,314.2,134.917,213.399,100.8,49.53108938417035,310.841,134.917,213.399,97.441,45.1276237639116,309.038,134.917,213.399,95.639,41.74626701660757,314.874,134.917,213.399,101.475,41.74711768538485,317.642,134.917,213.399,104.242,40.42011365694655,325.46,134.917,213.399,112.061,40.953682466392365,323.958,134.917,213.399,110.559,38.081717020786556,322.523,134.917,213.399,109.124,35.42637316576956,320.464,134.917,213.399,107.065,32.759706026872486
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,329,353.76786145849803,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,310.662,113.074,191.556,119.106,112.2580801268971,308.733,113.074,191.556,117.176,104.09017172260478,303.957,113.074,191.556,112.401,94.10731990217432,299.116,113.074,191.556,107.56,84.87680656441584,310.321,113.074,191.556,118.765,88.33069930539828,315.804,113.074,191.556,124.247,87.09518027959682,322.746,113.074,191.556,131.19,86.67461971853888,328.797,113.074,191.556,137.241,85.45935010119372,329.691,113.074,191.556,138.135,81.07079627616287,328.612,113.074,191.556,137.055,75.81272996548783,328.657,113.074,191.556,137.101,71.47767977068132,340.191,113.074,191.556,148.635,73.03567068106328,341.426,113.074,191.556,149.87,69.40864666881967,337.297,113.074,191.556,145.74,63.61564102743282,345.049,113.074,191.556,153.493,63.14769796899478,347.544,113.074,191.556,155.988,60.48452695576176,339.752,113.074,191.556,148.195,54.159251518889356,353.164,113.074,191.556,161.608,55.66531059208356,355.323,113.074,191.556,163.767,53.16588546912352,349.514,113.074,191.556,157.958,48.33179684317752
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,330,-369.0751801369998,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,306.994,156.967,235.449,71.545,67.43184856383233,299.859,156.967,235.449,64.41,57.21699637833491,300.682,156.967,235.449,65.233,54.61607679169661,302.855,156.967,235.449,67.406,53.191098208267086,299.706,156.967,235.449,64.257,47.79099131124468,309.507,156.967,235.449,74.059,51.913850491153084,300.673,156.967,235.449,65.225,43.09269993423571,293.563,156.967,235.449,58.114,36.18749124988207,299.546,156.967,235.449,64.097,37.618390096204195,299.567,156.967,235.449,64.118,35.46710033850724,301.25,156.967,235.449,65.801,34.30556793122396,292.601,156.967,235.449,57.152,28.083283914363292,298.702,156.967,235.449,63.253,29.294317456072676,304.242,156.967,235.449,68.793,30.02818142847186,306.118,156.967,235.449,70.669,29.073624764909926,315.184,156.967,235.449,79.735,30.917486966885054,318.002,156.967,235.449,82.554,30.169935512394716,323.584,156.967,235.449,88.136,30.35806463475,334.133,156.967,235.449,98.685,32.037401673436705,335.555,156.967,235.449,100.106,30.630412217134083
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,331,-180.7168774424198,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,316.745,131.505,209.987,106.758,100.62020980870741,317.768,131.505,209.987,107.781,95.74371953921938,313.007,131.505,209.987,103.02,86.25344288836105,318.214,131.505,209.987,108.227,85.40352187130843,303.127,131.505,209.987,93.14,69.27207859445316,303.186,131.505,209.987,93.199,65.33077221034594,294.229,131.505,209.987,84.242,55.65724681862982,292.771,131.505,209.987,82.784,51.5492104669036,290.992,131.505,209.987,81.005,47.541758842198945,281.163,131.505,209.987,71.176,39.37143406067963,277.924,131.505,209.987,67.937,35.41896068439713,283.691,131.505,209.987,73.704,36.21667230033789,286.589,131.505,209.987,76.603,35.476748534803704,293.318,131.505,209.987,83.331,36.37405918194034,290.182,131.505,209.987,80.195,32.99272608082491,282.682,131.505,209.987,72.695,28.187532405911476,274.334,131.505,209.987,64.347,23.51634415688789,268.353,131.505,209.987,58.366,20.10413825575847,260.703,131.505,209.987,50.716,16.46468413039333,263.219,131.505,209.987,53.232,16.2878617255178
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,332,-34.129820830352685,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,323.311,142.536,221.018,102.293,96.41176374428308,321.643,142.536,221.018,100.626,89.38769924342958,322.523,142.536,221.018,101.505,84.9849051012291,325.501,142.536,221.018,104.483,82.44872987725573,319.751,142.536,221.018,98.733,73.43198891108175,316.757,142.536,221.018,95.74,67.11199639880704,311.86,142.536,221.018,90.842,60.01779691551007,314.997,142.536,221.018,93.979,58.52054880541898,307.27,142.536,221.018,86.252,50.62097611733534,310.793,142.536,221.018,89.776,49.65980722016546,317.056,142.536,221.018,96.038,50.06973812610103,321.992,142.536,221.018,100.974,49.61629173272492,322.115,142.536,221.018,101.097,46.820724973087486,325.167,142.536,221.018,104.149,45.46114414521136,330.271,142.536,221.018,109.253,44.94740149684994,321.772,142.536,221.018,100.754,39.06759691697655,320.376,142.536,221.018,99.358,36.311259159327136,318.757,142.536,221.018,97.74,33.666157432249555,319.354,142.536,221.018,98.336,31.92425576949218,331.775,142.536,221.018,110.757,33.88939708311126
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,333,-121.29568242506477,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,314.364,149.934,228.416,85.948,81.0062860146957,309.343,149.934,228.416,80.927,71.88918929073118,305.04,149.934,228.416,76.624,64.15303530599788,311.318,149.934,228.416,82.901,65.41850727662653,308.481,149.934,228.416,80.065,59.547946956647706,312.465,149.934,228.416,84.049,58.91693796623165,312.308,149.934,228.416,83.892,55.42563489921048,315.364,149.934,228.416,86.948,54.14210010325788,321.834,149.934,228.416,93.418,54.82651336444186,322.464,149.934,228.416,94.048,52.023133056876645,325.934,149.934,228.416,97.518,50.841211228860516,330.944,149.934,228.416,102.528,50.37975854452837,322.582,149.934,228.416,94.166,43.61092710701096,325.446,149.934,228.416,97.03,42.35366222218232,332.795,149.934,228.416,104.379,42.94183260465796,328.861,149.934,228.416,100.445,38.947891484797644,340.387,149.934,228.416,111.971,40.920832779617136,339.126,149.934,228.416,110.71,38.13388432577403,342.118,149.934,228.416,113.702,36.91266168167181,342.19,149.934,228.416,113.774,34.81237136111691
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,334,-193.07386834438532,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,318.269,145.97,224.452,93.817,88.42325878924194,316.373,145.97,224.452,91.921,81.65485260265179,319.294,145.97,224.452,94.842,79.40605240658682,305.994,145.97,224.452,81.542,64.3455642617814,314.652,145.97,224.452,90.2,67.08528622342439,307.093,145.97,224.452,82.641,57.92971129326865,310.664,145.97,224.452,86.212,56.95846496737051,310.247,145.97,224.452,85.795,53.42417491393756,305.443,145.97,224.452,80.991,47.53340310947411,300.117,145.97,224.452,75.665,41.85422015808729,294.823,145.97,224.452,70.371,36.68782914243616,291.904,145.97,224.452,67.452,33.144415948874794,297.077,145.97,224.452,72.625,33.634397444241685,296.931,145.97,224.452,72.479,31.63714283040897,303.71,145.97,224.452,79.258,32.6071254038737,300.045,145.97,224.452,75.593,29.311373825181963,318.232,145.97,224.452,93.78,34.272642277327115,324.054,145.97,224.452,99.602,34.307544989713655,322.661,145.97,224.452,98.209,31.883029008806812,320.294,145.97,224.452,95.842,29.3256420589253
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,335,0.46570848058208014,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,315.016,133.244,211.726,103.29,97.35163389709781,321.937,133.244,211.726,110.212,97.90318246787997,322.615,133.244,211.726,110.889,92.84182010927027,314.96,133.244,211.726,103.234,81.46324345138791,312.972,133.244,211.726,101.247,75.30152665403234,315.392,133.244,211.726,103.667,72.66862678023705,320.403,133.244,211.726,108.678,71.80128625328621,311.241,133.244,211.726,99.515,61.967992660661274,308.628,133.244,211.726,96.902,56.8713315193796,307.688,133.244,211.726,95.962,53.081876238489535,305.717,133.244,211.726,93.991,49.00249205584321,310.509,133.244,211.726,98.783,48.53982279560189,310.014,133.244,211.726,98.289,45.5201786341851,304.306,133.244,211.726,92.58,40.41137816132675,308.939,133.244,211.726,97.214,39.99416373712905,312.683,133.244,211.726,100.957,39.14621517421429,315.371,133.244,211.726,103.645,37.8781065052372,307.496,133.244,211.726,95.77,32.98782090754021,312.738,133.244,211.726,101.012,32.7930591607097,314.478,133.244,211.726,102.752,31.439951317072584
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,336,-36.04009115271337,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,323.958,132.794,211.276,112.681,106.20294620968045,322.176,132.794,211.276,110.899,98.51398324473557,315.244,132.794,211.276,103.968,87.04687715221128,309.68,132.794,211.276,98.403,77.6510962573014,308.687,132.794,211.276,97.41,72.44835648617246,303.271,132.794,211.276,91.995,64.4866709553628,308.136,132.794,211.276,96.86,63.99369294683221,314.724,132.794,211.276,103.448,64.41684417709546,312.265,132.794,211.276,100.989,59.2699016954592,303.529,132.794,211.276,92.253,51.02999035788481,299.164,132.794,211.276,87.887,45.82015919313136,306.875,132.794,211.276,95.599,46.97527413300131,313.933,132.794,211.276,102.656,47.54287290193333,317.793,132.794,211.276,106.517,46.49463126430066,309.862,132.794,211.276,98.585,40.558411639675576,302.223,132.794,211.276,90.947,35.264677365972815,299.104,132.794,211.276,87.828,32.09753691932493,298.826,132.794,211.276,87.55,30.156307538503533,296.041,132.794,211.276,84.764,27.518252193661034,292.888,132.794,211.276,81.611,24.971426215046453
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,337,-43.67273550598171,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,314.964,139.006,217.488,97.476,91.87216322536342,319.555,139.006,217.488,102.067,90.66826025145133,318.727,139.006,217.488,101.24,84.76258127471272,317.671,139.006,217.488,100.184,79.05601306867203,317.373,139.006,217.488,99.885,74.28905039687078,322.183,139.006,217.488,104.695,73.38960049053655,310.257,139.006,217.488,92.77,61.29121330020441,313.841,139.006,217.488,96.354,59.99919643814168,318.906,139.006,217.488,101.419,59.522220931091375,317.172,139.006,217.488,99.684,55.140752116867944,314.324,139.006,217.488,96.836,50.48567300304914,308.19,139.006,217.488,90.702,44.569097313464624,314.356,139.006,217.488,96.869,44.86242365876116,306.447,139.006,217.488,88.959,38.83058148712066,306.41,139.006,217.488,88.922,36.582884791366844,311.495,139.006,217.488,94.008,36.45167220806866,312.72,139.006,217.488,95.233,34.803569855692615,316.535,139.006,217.488,99.048,34.11668509297468,317.621,139.006,217.488,100.133,32.507573661111884,320.848,139.006,217.488,103.36,31.626051928495706
v4,Langfang,1,15/Sep,25/Oct,13/Apr,10/Jul,338,118.40633143280873,17.852845313184,4.203068571526001,0.626,3.33,7.15,11.88,1.38,3.26,28.8,0.0,1158.5,311.016,132.646,211.128,99.887,94.14444107540999,315.237,132.646,211.128,104.108,92.48140963518932,320.886,132.646,211.128,109.757,91.89398252560268,320.485,132.646,211.128,109.357,86.29500151086467,323.315,132.646,211.128,112.186,83.43783080204929,329.977,132.646,211.128,118.848,83.31071906151772,326.682,132.646,211.128,115.553,76.34403183977265,322.869,132.646,211.128,111.741,69.58086971390061,328.087,132.646,211.128,116.959,68.64266375444284,325.577,132.646,211.128,114.449,63.307914086094826,319.746,132.646,211.128,108.617,56.62791020850652,321.172,132.646,211.128,110.043,54.07280582240008,322.424,132.646,211.128,111.295,51.543878823646764,320.769,132.646,211.128,109.641,47.85830759638023,322.174,132.646,211.128,111.046,45.684869452637514,331.756,132.646,211.128,120.628,46.77357929111014,334.937,132.646,211.128,123.809,45.24713394854563,333.889,132.646,211.128,122.76,42.28447826479884,330.702,132.646,211.128,119.574,38.81904573193687,337.135,132.646,211.128,126.007,38.55545828800139
